effect_total,effect_direct,effect_indirect,proportion_mediated,ci_lower,ci_upper,n_observations
-0.005064307377319653,-0.005011561441754863,-5.2745935564558716e-05,0.01041523186384377,-0.00010149958032067477,-8.719342221586641e-06,22728
