idade,anos_estudo,renda_percapita,num_medicamentos,atividade_fisica
0.14377627170061477,0.015129984541374042,-0.018948433116141424,0.005950679645234964,0.001938722802478205
-0.003778948736636277,-0.011049223508975532,-0.02112246075837576,0.006309369964383805,0.010575680085179215
0.125685278927358,0.0037077876629912666,-0.020047684993608053,0.005434940226206636,-0.007496999975149909
0.14742937534000342,-0.005023708437216933,-0.021619291389877622,0.009333144115329704,0.008458258369924728
0.04267679602653476,0.008550020812612595,0.04006642837419585,0.0074691088538514925,0.01680916936513986
0.010240535841707218,-0.018477406355481184,-0.025373840573106866,0.007122232582890942,-0.0063376080348187735
0.04284584222211771,-0.03151107343712159,-0.0070567867168991,-0.08028586171827279,0.014528090768058777
0.043895655292923524,-0.0016305386297293084,-0.022930540504627814,0.005105870331990293,-0.0033563056832596407
0.04730853421221323,-8.177783733832175e-05,-0.02229158641950905,0.005241184608272044,-0.003840156555467306
0.02384928158529357,-0.014532795655596207,-0.025422639928619144,0.004544970521175932,-0.004210604350575082
0.026387620858753378,-0.0012395122356075457,-0.028073784327770406,0.0056074973110296685,-0.0013656644842887818
-0.009382807757847755,-0.009108050399048013,-0.13213138836745558,0.004246597588925448,-0.013485495969460113
-0.29228558204116345,-0.014736967064233176,-0.024568064619135722,0.0038685045714219922,-0.011914294773856013
0.03243692608105716,-0.0028700708727644533,-0.025235021156803896,0.005245560937952729,-0.004763882925198817
0.053119547383431984,0.02564414102159843,-0.015423492463763544,0.007836119180187114,0.0028453534074799488
-0.14883802249154757,0.023187728343142897,-0.02110213522451416,0.011704155187047136,-0.01778327778448709
0.07479506458135914,0.009728121247271876,0.11992105705475485,0.00995110361341248,0.005721779065981753
0.02692210282898721,-0.001398718766901008,-0.02453483220309939,0.007907908950157213,-0.012494506725071583
0.14742937534000342,-0.005023708437216933,-0.021619291389877622,0.009333144115329704,0.008458258369924728
0.11124930569822161,-0.004655826451110111,-0.023938892945039,0.010598373635700226,-0.001275610418763661
0.028134091837075183,-0.002087499582107287,-0.018068766492447645,0.0041937996772371325,0.013261280647709435
-0.13060519897943448,0.046744660804785565,-0.020820181235524374,0.013147111219384,-0.015343504126274603
0.11226807587112361,0.006758906790787983,-0.026000992926529794,0.008988727588479323,0.005062423019885709
0.125685278927358,0.0037077876629912666,-0.020047684993608053,0.005434940226206636,-0.007496999975149909
-0.11612365732572663,0.019138634228851634,-0.012313872381532646,0.010970204043292405,0.05862657232868243
-0.1380155300473181,-0.006955028856453761,-0.021321665106177504,0.010458256226085193,-0.0033968115084498296
0.08903836583727047,0.014967626658798043,-0.0029387243370586945,0.008401193412890742,7.388730479258788e-05
0.15344715193913597,0.01139003123091082,-0.022103934562676265,0.008530421778207758,0.011882492404263395
0.05581078203156382,0.010758861634204128,-0.02805679169063616,0.007168298355729488,-0.014801697339991565
-0.23772723840918708,-0.010743340860650132,-0.018532172394352234,-0.079458895713312,-0.009198234447097593
0.13494058491015118,0.025854268875939085,-0.005266709424164368,0.005517703402481266,0.030307104754676354
-0.08810305016932936,0.0026819907759969754,-0.02090873882918731,0.0072396308051065235,-0.009128601465102968
-0.021999587213223794,-0.02109979816060708,-0.029332185520570642,0.007809118675455289,-0.017320814974153678
0.013987761040593884,-0.0027301508239970895,-0.022287072549987755,-0.07213372690360007,-0.009390448585905056
0.10992826491868025,0.0026498958505973154,-0.01037859721721342,-0.049273794429862024,0.017153519131422372
-0.028259609157417733,5.1150677386862676e-05,-0.029667403637489726,-0.023584247788830965,-0.010488838093025948
0.026448046770471963,-0.00015995783994534043,-0.025052177975593025,0.006736652486609864,-0.0010159765857676436
-0.18638967850858254,-0.008400720912686583,-0.023944713255123328,0.007976165147869925,-0.010400569857301855
-0.0037076367515776164,-0.03849274869918566,-0.01313655401457965,0.004246581528757532,0.02387045169842883
-0.1426347836549251,-0.001178319395064623,-0.022929352998740847,0.008609401071146197,-0.004753734742398407
-0.005958058574758175,0.005337693546854667,-0.030127556842929438,0.007731693042448603,-0.012067472698941532
-0.08810305016932936,0.0026819907759969754,-0.02090873882918731,0.0072396308051065235,-0.009128601465102968
-0.08810305016932936,0.0026819907759969754,-0.02090873882918731,0.0072396308051065235,-0.009128601465102968
-0.24363498855768756,0.012862887008282023,-0.02411256028417901,0.006186983991398847,-0.011748141423951763
0.10201956387486001,0.03440854468310449,0.17601881799605334,0.009951436635410305,0.010238872810140109
-0.027051695563646866,-0.009730379135269345,-0.02621355972808466,0.006847587356295546,-0.014673705943412673
0.02692210282898721,-0.001398718766901008,-0.02453483220309939,0.007907908950157213,-0.012494506725071583
-0.02510710695199397,0.002610172545379564,-0.028877064086180015,0.008179905253679152,-0.011016215590545584
-0.084036243334322,0.03980081433529822,-0.016279721706729335,0.01072177584401949,0.00943985309281902
0.01359434720639727,0.00633778740411385,0.08293400900265058,0.010157347357140615,0.007588161299918469
0.011897133237897744,-0.008615037189542232,-0.02834950998378314,0.007507037296058346,-0.0024883291085348925
0.1273165254312406,0.01184310630560876,-0.021038412064567635,0.006196561950282852,-0.011004272608273913
